;Kingdom;Phylum;Class;Order;Family;Genus;freq;prev;p.freq;p.prev;p;contaminant
ASV_996;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | ML602M-17;Bacteria | Bacteroidetes | Bacteroidia | ML602M-17 | unknown family;Bacteria | Bacteroidetes | Bacteroidia | ML602M-17 | unknown family | unknown genus;0.000113054;21;NA;0.799460853;0.799460853;FALSE
ASV_997;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.000125087;30;NA;0.877959447;0.877959447;FALSE
ASV_998;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;9.32E-05;7;NA;0.620112518;0.620112518;FALSE
ASV_999;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Marivita;0.000132795;41;NA;0.942100328;0.942100328;FALSE
ASV_1000;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | unknown genus;0.000153671;28;NA;0.862716831;0.862716831;FALSE
ASV_1001;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Phaeodactylibacter;0.000133421;43;NA;0.950562588;0.950562588;FALSE
ASV_1002;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Lewinella;0.000195806;18;NA;0.767281997;0.767281997;FALSE
ASV_1003;Bacteria;Bacteria | Kiritimatiellaeota;Bacteria | Kiritimatiellaeota | Kiritimatiellae;Bacteria | Kiritimatiellaeota | Kiritimatiellae | WCHB1-41;Bacteria | Kiritimatiellaeota | Kiritimatiellae | WCHB1-41 | unknown family;Bacteria | Kiritimatiellaeota | Kiritimatiellae | WCHB1-41 | unknown family | unknown genus;0.000117708;35;NA;0.911040788;0.911040788;FALSE
ASV_1004;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000116383;24;NA;0.828527895;0.828527895;FALSE
ASV_1005;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000142758;34;NA;0.904975387;0.904975387;FALSE
ASV_1006;Bacteria;Bacteria | Chloroflexi;Bacteria | Chloroflexi | Anaerolineae;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales | unknown family;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales | unknown family | unknown genus;8.01E-05;10;NA;0.665055087;0.665055087;FALSE
ASV_1007;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;9.26E-05;1;NA;NA;NA;FALSE
ASV_1008;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.000355066;7;NA;0.620112518;0.620112518;FALSE
ASV_1009;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Actibacter;0.000132755;39;NA;0.932723863;0.932723863;FALSE
ASV_1010;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.000134685;4;NA;0.571319737;0.571319737;FALSE
ASV_1011;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;9.95E-05;11;NA;0.679207689;0.679207689;FALSE
ASV_1012;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Deltaproteobacteria;Bacteria | Proteobacteria | Deltaproteobacteria | Bdellovibrionales;Bacteria | Proteobacteria | Deltaproteobacteria | Bdellovibrionales | Bdellovibrionaceae;Bacteria | Proteobacteria | Deltaproteobacteria | Bdellovibrionales | Bdellovibrionaceae | Bdellovibrio;8.64E-05;13;NA;0.706305673;0.706305673;FALSE
ASV_1013;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Vibrionales;Bacteria | Proteobacteria | Gammaproteobacteria | Vibrionales | Vibrionaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Vibrionales | Vibrionaceae | Vibrio;0.000121528;35;NA;0.911040788;0.911040788;FALSE
ASV_1014;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Portibacter;0.00010346;24;NA;0.828527895;0.828527895;FALSE
ASV_1015;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Rubidimonas;0.000106945;22;NA;0.809487811;0.809487811;FALSE
ASV_1016;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Crocinitomicaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Crocinitomicaceae | Fluviicola;0.000109504;19;NA;0.778363807;0.778363807;FALSE
ASV_1017;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | unknown genus;0.000145111;16;NA;0.744022504;0.744022504;FALSE
ASV_1018;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Psychroflexus;9.94E-05;18;NA;0.767281997;0.767281997;FALSE
ASV_1019;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Rubidimonas;0.000125191;14;NA;0.719262775;0.719262775;FALSE
ASV_1020;Bacteria;Bacteria | Planctomycetes;Bacteria | Planctomycetes | OM190;Bacteria | Planctomycetes | OM190 | unknown order;Bacteria | Planctomycetes | OM190 | unknown order | unknown family;Bacteria | Planctomycetes | OM190 | unknown order | unknown family | unknown genus;0.000118268;34;NA;0.904975387;0.904975387;FALSE
ASV_1021;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000127294;34;NA;0.904975387;0.904975387;FALSE
ASV_1022;Bacteria;Bacteria | Actinobacteria;Bacteria | Actinobacteria | Acidimicrobiia;Bacteria | Actinobacteria | Acidimicrobiia | Microtrichales;Bacteria | Actinobacteria | Acidimicrobiia | Microtrichales | Microtrichaceae;Bacteria | Actinobacteria | Acidimicrobiia | Microtrichales | Microtrichaceae | unknown genus;0.000115031;32;NA;0.892030005;0.892030005;FALSE
ASV_1023;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Halieaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Halieaceae | Halioglobus;0.000149059;38;NA;0.927678153;0.927678153;FALSE
ASV_1024;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodovibrionales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodovibrionales | Kiloniellaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodovibrionales | Kiloniellaceae | Pelagibius;0.000142412;29;NA;0.870487576;0.870487576;FALSE
ASV_1025;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodospirillales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodospirillales | unknown family;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodospirillales | unknown family | unknown genus;0.000205284;23;NA;0.819174871;0.819174871;FALSE
ASV_1026;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Portibacter;0.0001146;30;NA;0.877959447;0.877959447;FALSE
ASV_1027;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Parvularculaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Parvularculaceae | Parvularcula;0.000360486;31;NA;0.547732068;0.547732068;FALSE
ASV_1028;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Loktanella;0.000110876;21;NA;0.799460853;0.799460853;FALSE
ASV_1029;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae | Granulosicoccus;0.000109611;35;NA;0.911040788;0.911040788;FALSE
ASV_1030;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | SZB50;Bacteria | Proteobacteria | Gammaproteobacteria | SZB50 | unknown family;Bacteria | Proteobacteria | Gammaproteobacteria | SZB50 | unknown family | unknown genus;0.000107526;39;NA;0.932723863;0.932723863;FALSE
ASV_1031;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Rubidimonas;0.000141826;38;NA;0.927678153;0.927678153;FALSE
ASV_1032;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | 37-13;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | 37-13 | unknown genus;0.000102353;5;NA;0.588021566;0.588021566;FALSE
ASV_1033;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | unknown genus;0.000109878;41;NA;0.942100328;0.942100328;FALSE
ASV_1034;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Arcticiflavibacter;0.000129784;10;NA;0.665055087;0.665055087;FALSE
ASV_1035;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Jhaorihella;0.000119748;41;NA;0.942100328;0.942100328;FALSE
ASV_1036;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Phaeobacter;0.000118796;35;NA;0.911040788;0.911040788;FALSE
ASV_1037;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000114946;17;NA;0.75583685;0.75583685;FALSE
ASV_1038;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Alteromonadales;Bacteria | Proteobacteria | Gammaproteobacteria | Alteromonadales | Alteromonadaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Alteromonadales | Alteromonadaceae | Aestuariibacter;0.000144554;40;NA;0.937529301;0.937529301;FALSE
ASV_1039;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Tenacibaculum;0.000155871;36;NA;0.916842475;0.916842475;FALSE
ASV_1040;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Gilvibacter;0.000118104;34;NA;0.904975387;0.904975387;FALSE
ASV_1041;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae | Granulosicoccus;0.000339058;36;NA;0.624824191;0.624824191;FALSE
ASV_1042;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Cryomorphaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Cryomorphaceae | unknown genus;0.00013019;36;NA;0.916842475;0.916842475;FALSE
ASV_1043;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Spongiibacteraceae;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Spongiibacteraceae | unknown genus;0.000123291;32;NA;0.892030005;0.892030005;FALSE
ASV_1044;Bacteria;Bacteria | Chloroflexi;Bacteria | Chloroflexi | Anaerolineae;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales | unknown family;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales | unknown family | unknown genus;9.04E-05;15;NA;0.731833099;0.731833099;FALSE
ASV_1045;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.000100148;27;NA;0.85464135;0.85464135;FALSE
ASV_1046;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Tateyamaria;0.000160392;36;NA;0.916842475;0.916842475;FALSE
ASV_1047;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae | Litorimonas;0.000170738;27;NA;0.85464135;0.85464135;FALSE
ASV_1048;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;9.02E-05;21;NA;0.799460853;0.799460853;FALSE
ASV_1049;Bacteria;Bacteria | Verrucomicrobia;Bacteria | Verrucomicrobia | Verrucomicrobiae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae | Rubritalea;0.000119515;32;NA;0.892030005;0.892030005;FALSE
ASV_1050;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Cytophagales;Bacteria | Bacteroidetes | Bacteroidia | Cytophagales | Cyclobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Cytophagales | Cyclobacteriaceae | Ekhidna;0.000157434;15;NA;0.731833099;0.731833099;FALSE
ASV_1051;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.000131512;7;NA;0.620112518;0.620112518;FALSE
ASV_1052;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Cellvibrionaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Cellvibrionaceae | unknown genus;0.000112881;14;NA;0.719262775;0.719262775;FALSE
ASV_1053;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Phaeodactylibacter;0.000108916;33;NA;0.898640413;0.898640413;FALSE
ASV_1054;Bacteria;Bacteria | Planctomycetes;Bacteria | Planctomycetes | Planctomycetacia;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae | Rhodopirellula;0.000107114;34;NA;0.904975387;0.904975387;FALSE
ASV_1055;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Kordia;0.000122626;21;NA;0.799460853;0.799460853;FALSE
ASV_1056;Bacteria;Bacteria | Verrucomicrobia;Bacteria | Verrucomicrobia | Verrucomicrobiae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | DEV007;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | DEV007 | unknown genus;9.83E-05;28;NA;0.862716831;0.862716831;FALSE
ASV_1057;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.00012672;38;NA;0.927678153;0.927678153;FALSE
ASV_1058;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rickettsiales;Bacteria | Proteobacteria | Alphaproteobacteria | Rickettsiales | unknown family;Bacteria | Proteobacteria | Alphaproteobacteria | Rickettsiales | unknown family | unknown genus;0.000113099;25;NA;0.837552743;0.837552743;FALSE
ASV_1059;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Portibacter;0.000108643;24;NA;0.828527895;0.828527895;FALSE
ASV_1060;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Oceanicella;0.00010159;24;NA;0.828527895;0.828527895;FALSE
ASV_1061;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Micavibrionales;Bacteria | Proteobacteria | Alphaproteobacteria | Micavibrionales | Micavibrionaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Micavibrionales | Micavibrionaceae | unknown genus;8.65E-05;7;NA;0.620112518;0.620112518;FALSE
ASV_1062;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Tenacibaculum;0.000139597;36;NA;0.916842475;0.916842475;FALSE
ASV_1063;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Loktanella;0.000135743;34;NA;0.904975387;0.904975387;FALSE
ASV_1064;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Oceanospirillales;Bacteria | Proteobacteria | Gammaproteobacteria | Oceanospirillales | Saccharospirillaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Oceanospirillales | Saccharospirillaceae | unknown genus;0.000108029;33;NA;0.898640413;0.898640413;FALSE
ASV_1065;Bacteria;Bacteria | Planctomycetes;Bacteria | Planctomycetes | Planctomycetacia;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae | Rubripirellula;0.000121272;41;NA;0.942100328;0.942100328;FALSE
ASV_1066;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales | Methyloligellaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales | Methyloligellaceae | Methyloceanibacter;0.000108699;34;NA;0.904975387;0.904975387;FALSE
ASV_1067;Bacteria;Bacteria | Planctomycetes;Bacteria | Planctomycetes | Planctomycetacia;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae | Blastopirellula;0.00011984;37;NA;0.92238631;0.92238631;FALSE
ASV_1068;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Arcticiflavibacter;0.000123768;13;NA;0.706305673;0.706305673;FALSE
